deployment,n_providers,N,template,query_index,end_to_end_ms,provider_compute_ms_max,transport_ms,client_combine_decrypt_ms,uplink_bytes_total,downlink_bytes_total,mac_ok,he_params,provider_list,rtt_ms_max
"single-host loopback, n=4",4,11580,sum,76,52.6143,35.7873,15.1995,1.6275,92808,2105400,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403,127.0.0.1:9404",0.03234
"single-host loopback, n=4",4,11580,sum,77,52.794,35.5351,15.6314,1.62757,92808,2105400,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403,127.0.0.1:9404",0.03234
"single-host loopback, n=4",4,11580,sum,78,54.0928,37.7599,14.6969,1.63594,92808,2105400,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403,127.0.0.1:9404",0.03234
"single-host loopback, n=4",4,11580,sum,79,52.441,35.362,15.4784,1.60064,92808,2105400,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403,127.0.0.1:9404",0.03234
"single-host loopback, n=4",4,11580,sum,80,52.2067,35.3925,15.2129,1.60133,92808,2105400,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403,127.0.0.1:9404",0.03234
"single-host loopback, n=4",4,11580,sum,81,52.31,35.2521,15.4447,1.6133,92808,2105400,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403,127.0.0.1:9404",0.03234
"single-host loopback, n=4",4,11580,sum,82,52.173,35.2442,15.3256,1.60316,92808,2105400,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403,127.0.0.1:9404",0.03234
"single-host loopback, n=4",4,11580,sum,83,52.5408,35.4024,15.5204,1.61796,92808,2105400,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403,127.0.0.1:9404",0.03234
"single-host loopback, n=4",4,11580,sum,84,53.2566,35.3414,16.2785,1.63663,92808,2105400,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403,127.0.0.1:9404",0.03234
"single-host loopback, n=4",4,11580,sum,85,52.3467,35.4887,15.2275,1.63042,92808,2105400,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403,127.0.0.1:9404",0.03234
"single-host loopback, n=4",4,11580,sum,86,52.1659,35.3268,15.1902,1.64893,92808,2105400,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403,127.0.0.1:9404",0.03234
"single-host loopback, n=4",4,11580,sum,87,52.4157,35.6464,15.1236,1.64574,92808,2105400,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403,127.0.0.1:9404",0.03234
"single-host loopback, n=4",4,11580,sum,88,50.1937,35.0399,13.5284,1.62545,92808,2105400,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403,127.0.0.1:9404",0.03234
"single-host loopback, n=4",4,11580,sum,89,52.7625,35.0703,16.0342,1.65796,92808,2105400,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403,127.0.0.1:9404",0.03234
"single-host loopback, n=4",4,11580,sum,90,52.4822,34.6143,16.245,1.62291,92808,2105400,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403,127.0.0.1:9404",0.03234
"single-host loopback, n=4",4,11580,sum,91,52.3716,36.106,14.6322,1.63335,92808,2105400,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403,127.0.0.1:9404",0.03234
"single-host loopback, n=4",4,11580,sum,92,52.552,35.6566,15.2629,1.63252,92808,2105400,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403,127.0.0.1:9404",0.03234
"single-host loopback, n=4",4,11580,sum,93,53.1657,35.2363,16.2779,1.65159,92808,2105400,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403,127.0.0.1:9404",0.03234
"single-host loopback, n=4",4,11580,sum,94,53.7597,39.7103,12.408,1.64133,92808,2105400,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403,127.0.0.1:9404",0.03234
"single-host loopback, n=4",4,11580,sum,95,52.6629,34.9137,16.1257,1.62342,92808,2105400,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403,127.0.0.1:9404",0.03234
"single-host loopback, n=4",4,11580,sum,96,52.4108,35.6136,15.1736,1.62359,92808,2105400,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403,127.0.0.1:9404",0.03234
"single-host loopback, n=4",4,11580,sum,97,52.4774,35.446,15.3958,1.63569,92808,2105400,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403,127.0.0.1:9404",0.03234
"single-host loopback, n=4",4,11580,sum,98,52.477,35.3601,15.4698,1.64713,92808,2105400,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403,127.0.0.1:9404",0.03234
"single-host loopback, n=4",4,11580,sum,99,52.8825,35.1033,16.152,1.62724,92808,2105400,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403,127.0.0.1:9404",0.03234
