tag_index,tag_name,unmasked_weight,masked_rowsum,p,N,Nd
3542,min:26578708,37,33474514341,68724326401,11580,405184
3543,min:26578709,37,50805115540,68724326401,11580,405184
3544,min:26578710,36,19929359793,68724326401,11580,405184
3545,min:26578711,35,40748036573,68724326401,11580,405184
3546,min:26578712,38,53654561296,68724326401,11580,405184
3547,min:26578713,36,2761424432,68724326401,11580,405184
3548,min:26578714,34,25014782496,68724326401,11580,405184
3549,min:26578715,41,8728544081,68724326401,11580,405184
3550,min:26578716,37,51411252287,68724326401,11580,405184
3551,min:26578717,35,32255399567,68724326401,11580,405184
3552,min:26578718,36,57496840703,68724326401,11580,405184
3553,min:26578719,34,13267254240,68724326401,11580,405184
3554,min:26578720,36,33889586439,68724326401,11580,405184
3555,min:26578721,38,10467747707,68724326401,11580,405184
3556,min:26578722,33,67555664688,68724326401,11580,405184
3557,min:26578723,37,44066512374,68724326401,11580,405184
3558,min:26578724,33,60284818087,68724326401,11580,405184
3559,min:26578725,39,59344887563,68724326401,11580,405184
3560,min:26578726,36,68220730062,68724326401,11580,405184
3561,min:26578727,38,5441249185,68724326401,11580,405184
3562,min:26578728,39,10313361132,68724326401,11580,405184
3563,min:26578729,38,66264030826,68724326401,11580,405184
3564,min:26578730,36,52495429554,68724326401,11580,405184
3565,min:26578731,38,43554486198,68724326401,11580,405184
3566,min:26578732,38,53327276421,68724326401,11580,405184
3567,min:26578733,39,58600015221,68724326401,11580,405184
3568,min:26578734,33,36720250002,68724326401,11580,405184
3569,min:26578735,37,64663626547,68724326401,11580,405184
3570,min:26578736,38,21482001186,68724326401,11580,405184
3571,min:26578737,38,47720101498,68724326401,11580,405184
3572,min:26578738,36,26536594855,68724326401,11580,405184
3573,min:26578739,34,43921956246,68724326401,11580,405184
3574,min:26578740,33,16181245743,68724326401,11580,405184
3575,min:26578741,38,43177629609,68724326401,11580,405184
3576,min:26578742,35,51142088111,68724326401,11580,405184
3577,min:26578743,33,30815568120,68724326401,11580,405184
3578,min:26578744,34,46712852889,68724326401,11580,405184
3579,min:26578745,34,48663522686,68724326401,11580,405184
3580,min:26578746,38,17767307874,68724326401,11580,405184
3581,min:26578747,33,27119954397,68724326401,11580,405184
3582,min:26578748,38,49589116829,68724326401,11580,405184
3583,min:26578749,36,68430081571,68724326401,11580,405184
3584,min:26578750,35,41255082258,68724326401,11580,405184
3585,min:26578751,34,39623778538,68724326401,11580,405184
3586,min:26578752,37,23555173086,68724326401,11580,405184
3587,min:26578753,36,31625591249,68724326401,11580,405184
3588,min:26578754,37,7273234243,68724326401,11580,405184
3589,min:26578755,35,54647685990,68724326401,11580,405184
3590,min:26578756,33,26214876379,68724326401,11580,405184
3591,min:26578757,33,47466675145,68724326401,11580,405184
3592,min:26578758,35,48199981944,68724326401,11580,405184
3593,min:26578759,39,46347040425,68724326401,11580,405184
3594,min:26578760,37,15218987081,68724326401,11580,405184
3595,min:26578761,36,56734369969,68724326401,11580,405184
3596,min:26578762,37,48496354685,68724326401,11580,405184
3597,min:26578763,38,58803250024,68724326401,11580,405184
3598,min:26578764,37,3258590227,68724326401,11580,405184
3599,min:26578765,34,63044553296,68724326401,11580,405184
3600,min:26578766,35,60699495282,68724326401,11580,405184
3601,min:26578767,37,41606624151,68724326401,11580,405184
3602,min:26578768,34,23381005927,68724326401,11580,405184
3603,min:26578769,35,61993067272,68724326401,11580,405184
3604,min:26578770,38,60981746041,68724326401,11580,405184
3605,min:26578771,34,19421967975,68724326401,11580,405184
3606,min:26578772,39,22839424220,68724326401,11580,405184
3607,min:26578773,37,32620263549,68724326401,11580,405184
3608,min:26578774,37,50380352671,68724326401,11580,405184
3609,min:26578775,33,1780117182,68724326401,11580,405184
3610,min:26578776,36,64082336872,68724326401,11580,405184
3611,min:26578777,36,90346037,68724326401,11580,405184
3612,min:26578778,37,24496036470,68724326401,11580,405184
3613,min:26578779,35,43001876539,68724326401,11580,405184
3614,min:26578780,36,60513809516,68724326401,11580,405184
3615,min:26578781,37,8821664729,68724326401,11580,405184
3616,min:26578782,33,44872364828,68724326401,11580,405184
3617,min:26578783,34,68359017669,68724326401,11580,405184
3618,min:26578784,34,22533417464,68724326401,11580,405184
3619,min:26578785,36,16783383051,68724326401,11580,405184
3620,min:26578786,37,66290673540,68724326401,11580,405184
3621,min:26578787,34,13394425065,68724326401,11580,405184
3622,min:26578788,36,50006202590,68724326401,11580,405184
3623,min:26578789,36,40236082672,68724326401,11580,405184
3624,min:26578790,37,33807585658,68724326401,11580,405184
3625,min:26578791,33,36804430413,68724326401,11580,405184
3626,min:26578792,36,47472934761,68724326401,11580,405184
3627,min:26578793,34,39063313032,68724326401,11580,405184
3628,min:26578794,34,34687242556,68724326401,11580,405184
3629,min:26578795,33,64090269104,68724326401,11580,405184
3630,min:26578796,38,40121126642,68724326401,11580,405184
3631,min:26578797,35,48327791307,68724326401,11580,405184
3632,min:26578798,36,4460237458,68724326401,11580,405184
3633,min:26578799,38,53592073278,68724326401,11580,405184
3634,min:26578800,33,20544158870,68724326401,11580,405184
3635,min:26578801,35,24080222337,68724326401,11580,405184
3636,min:26578802,37,45263609605,68724326401,11580,405184
3637,min:26578803,36,394206923,68724326401,11580,405184
3638,min:26578804,35,4622048580,68724326401,11580,405184
3639,min:26578805,30,63354738114,68724326401,11580,405184
3640,min:26578806,35,35495160765,68724326401,11580,405184
3641,min:26578807,39,63051874027,68724326401,11580,405184
3642,min:26578808,32,45191948768,68724326401,11580,405184
3643,min:26578809,34,67966586529,68724326401,11580,405184
3644,min:26578810,35,45014595951,68724326401,11580,405184
3645,min:26578811,33,39471171308,68724326401,11580,405184
3646,min:26578812,36,49181473971,68724326401,11580,405184
3647,min:26578813,39,52055439236,68724326401,11580,405184
3648,min:26578814,31,7862478790,68724326401,11580,405184
3649,min:26578815,39,63170924413,68724326401,11580,405184
3650,min:26578816,34,28715594632,68724326401,11580,405184
3651,min:26578817,40,65287021714,68724326401,11580,405184
3652,min:26578818,37,19982981229,68724326401,11580,405184
3653,min:26578819,34,46101922858,68724326401,11580,405184
3654,min:26578820,35,68415253116,68724326401,11580,405184
3655,min:26578821,34,46638500932,68724326401,11580,405184
3656,min:26578822,36,66792935287,68724326401,11580,405184
3657,min:26578823,33,13785274054,68724326401,11580,405184
3658,min:26578824,36,29023169616,68724326401,11580,405184
3659,min:26578825,34,4793902715,68724326401,11580,405184
3660,min:26578826,34,832442558,68724326401,11580,405184
3661,min:26578827,36,43408223680,68724326401,11580,405184
3662,min:26578828,33,18408342502,68724326401,11580,405184
3663,min:26578829,36,27661975550,68724326401,11580,405184
3664,min:26578830,37,38632549123,68724326401,11580,405184
3665,min:26578831,35,32943113975,68724326401,11580,405184
3666,min:26578832,34,38204033938,68724326401,11580,405184
3667,min:26578833,34,27887149461,68724326401,11580,405184
3668,min:26578834,34,17889454265,68724326401,11580,405184
3669,min:26578835,29,63502350458,68724326401,11580,405184
3670,min:26578836,38,30784469568,68724326401,11580,405184
3671,min:26578837,37,21064880054,68724326401,11580,405184
3672,min:26578838,36,10656894840,68724326401,11580,405184
3673,min:26578839,37,32550049923,68724326401,11580,405184
3674,min:26578840,35,52537641128,68724326401,11580,405184
3675,min:26578841,40,65048664042,68724326401,11580,405184
3676,min:26578842,35,62200651881,68724326401,11580,405184
3677,min:26578843,35,52430475188,68724326401,11580,405184
3678,min:26578844,36,514331039,68724326401,11580,405184
3679,min:26578845,33,2018606556,68724326401,11580,405184
3680,min:26578846,36,31707671190,68724326401,11580,405184
3681,min:26578847,37,23077692646,68724326401,11580,405184
3682,min:26578848,39,10985688204,68724326401,11580,405184
3683,min:26578849,34,56563045715,68724326401,11580,405184
3684,min:26578850,37,66144856141,68724326401,11580,405184
3685,min:26578851,36,35881977893,68724326401,11580,405184
3686,min:26578852,34,41210280242,68724326401,11580,405184
3687,min:26578853,32,67047186753,68724326401,11580,405184
3688,min:26578854,35,36242045190,68724326401,11580,405184
3689,min:26578855,35,45629665886,68724326401,11580,405184
3690,min:26578856,35,17554431931,68724326401,11580,405184
3691,min:26578857,34,41448985951,68724326401,11580,405184
3692,min:26578858,31,23687952519,68724326401,11580,405184
3693,min:26578859,35,23572154220,68724326401,11580,405184
3694,min:26578860,35,13139356453,68724326401,11580,405184
3695,min:26578861,31,21596527467,68724326401,11580,405184
3696,min:26578862,33,11765767781,68724326401,11580,405184
3697,min:26578863,35,39877185186,68724326401,11580,405184
3698,min:26578864,34,2125200262,68724326401,11580,405184
3699,min:26578865,36,23707551403,68724326401,11580,405184
3700,min:26578866,35,26852113156,68724326401,11580,405184
3701,min:26578867,38,10523639694,68724326401,11580,405184
3702,min:26578868,35,24120115813,68724326401,11580,405184
3703,min:26578869,34,49293237922,68724326401,11580,405184
3704,min:26578870,37,21449012607,68724326401,11580,405184
3705,min:26578871,37,57245249776,68724326401,11580,405184
3706,min:26578872,38,62768019051,68724326401,11580,405184
3707,min:26578873,36,33947765134,68724326401,11580,405184
3708,min:26578874,33,21508592634,68724326401,11580,405184
3709,min:26578875,38,62743618392,68724326401,11580,405184
3710,min:26578876,39,40803661856,68724326401,11580,405184
3711,min:26578877,37,55598121675,68724326401,11580,405184
3712,min:26578878,37,30267042555,68724326401,11580,405184
3713,min:26578879,37,38897361216,68724326401,11580,405184
3714,min:26578880,32,60591614136,68724326401,11580,405184
3715,min:26578881,35,41371465085,68724326401,11580,405184
3716,min:26578882,36,3915718337,68724326401,11580,405184
3717,min:26578883,33,60108045335,68724326401,11580,405184
3718,min:26578884,38,14963286942,68724326401,11580,405184
3719,min:26578885,38,4564997590,68724326401,11580,405184
3720,min:26578886,37,64123609397,68724326401,11580,405184
3721,min:26578887,36,27866112061,68724326401,11580,405184
3722,min:26578888,36,8117118314,68724326401,11580,405184
3723,min:26578889,33,4712806197,68724326401,11580,405184
3724,min:26578890,32,30679039048,68724326401,11580,405184
3725,min:26578891,36,49095248901,68724326401,11580,405184
3726,min:26578892,35,25885533853,68724326401,11580,405184
3727,min:26578893,32,6737985068,68724326401,11580,405184
3728,min:26578894,33,59008254712,68724326401,11580,405184
3729,min:26578895,31,52274585963,68724326401,11580,405184
3730,min:26578896,34,53460933986,68724326401,11580,405184
3731,min:26578897,35,38013822808,68724326401,11580,405184
3732,min:26578898,33,26061451560,68724326401,11580,405184
3733,min:26578899,34,52662323664,68724326401,11580,405184
3734,min:26578900,37,19190322931,68724326401,11580,405184
3735,min:26578901,35,30997239799,68724326401,11580,405184
3736,min:26578902,36,40261243202,68724326401,11580,405184
3737,min:26578903,36,61121308548,68724326401,11580,405184
3738,min:26578904,34,37752210803,68724326401,11580,405184
3739,min:26578905,38,66781862755,68724326401,11580,405184
3740,min:26578906,33,50290906928,68724326401,11580,405184
3741,min:26578907,35,56011948220,68724326401,11580,405184
3742,min:26578908,35,67012616639,68724326401,11580,405184
3743,min:26578909,37,53769188651,68724326401,11580,405184
3744,min:26578910,36,41207411725,68724326401,11580,405184
3745,min:26578911,36,53833904517,68724326401,11580,405184
3746,min:26578912,35,24744153073,68724326401,11580,405184
3747,min:26578913,36,52636646985,68724326401,11580,405184
3748,min:26578914,34,424080492,68724326401,11580,405184
3749,min:26578915,34,64544539192,68724326401,11580,405184
3750,min:26578916,35,23983067089,68724326401,11580,405184
3751,min:26578917,35,33752624057,68724326401,11580,405184
3752,min:26578918,32,62938580238,68724326401,11580,405184
3753,min:26578919,32,34763961766,68724326401,11580,405184
3754,min:26578920,33,46526352114,68724326401,11580,405184
3755,min:26578921,31,25503026455,68724326401,11580,405184
3756,min:26578922,33,63392056957,68724326401,11580,405184
3757,min:26578923,36,58626777367,68724326401,11580,405184
3758,min:26578924,36,16815454413,68724326401,11580,405184
3759,min:26578925,33,68474201880,68724326401,11580,405184
3760,min:26578926,37,56239013084,68724326401,11580,405184
3761,min:26578927,31,36763044652,68724326401,11580,405184
3762,min:26578928,25,33752145368,68724326401,11580,405184
3763,min:26578929,32,14035504982,68724326401,11580,405184
3764,min:26578930,36,6889552888,68724326401,11580,405184
3765,min:26578931,34,30441014785,68724326401,11580,405184
3766,min:26578932,34,28208003602,68724326401,11580,405184
3767,min:26578933,31,13161393136,68724326401,11580,405184
3768,min:26578934,35,38494224257,68724326401,11580,405184
3769,min:26578935,37,16954193010,68724326401,11580,405184
3770,min:26578936,37,63171098813,68724326401,11580,405184
3771,min:26578937,39,10866935417,68724326401,11580,405184
3772,min:26578938,39,23727893388,68724326401,11580,405184
3773,min:26578939,39,28559300876,68724326401,11580,405184
3774,min:26578940,37,53224256218,68724326401,11580,405184
3775,min:26578941,32,19519042823,68724326401,11580,405184
3776,min:26578942,33,23310381943,68724326401,11580,405184
3777,min:26578943,34,14719695971,68724326401,11580,405184
3778,min:26578944,30,30302538063,68724326401,11580,405184
3779,min:26578945,34,51431490991,68724326401,11580,405184
3780,min:26578946,32,68628387689,68724326401,11580,405184
3781,min:26578947,35,51501596645,68724326401,11580,405184
3782,min:26578948,33,30196666030,68724326401,11580,405184
3783,min:26578949,36,65428797006,68724326401,11580,405184
3784,min:26578950,36,50626721293,68724326401,11580,405184
3785,min:26578951,37,50617547442,68724326401,11580,405184
3786,min:26578952,36,11184679543,68724326401,11580,405184
3787,min:26578953,34,36396878597,68724326401,11580,405184
3788,min:26578954,39,53040898225,68724326401,11580,405184
3789,min:26578955,32,19573636215,68724326401,11580,405184
3790,min:26578956,35,44876165750,68724326401,11580,405184
3791,min:26578957,36,52473312684,68724326401,11580,405184
3792,min:26578958,37,35659202243,68724326401,11580,405184
3793,min:26578959,34,21393815254,68724326401,11580,405184
3794,min:26578960,34,14488199847,68724326401,11580,405184
3795,min:26578961,32,21508353398,68724326401,11580,405184
3796,min:26578962,36,47501209613,68724326401,11580,405184
3797,min:26578963,35,896528627,68724326401,11580,405184
3798,min:26578964,32,398033749,68724326401,11580,405184
3799,min:26578965,35,58810755107,68724326401,11580,405184
3800,min:26578966,34,8744683318,68724326401,11580,405184
3801,min:26578967,35,12946109637,68724326401,11580,405184
3802,min:26578968,34,29392929898,68724326401,11580,405184
3803,min:26578969,33,21478662433,68724326401,11580,405184
3804,min:26578970,34,25509115722,68724326401,11580,405184
3805,min:26578971,35,43738962498,68724326401,11580,405184
3806,min:26578972,38,11628031755,68724326401,11580,405184
3807,min:26578973,34,47951292925,68724326401,11580,405184
3808,min:26578974,33,47154807639,68724326401,11580,405184
3809,min:26578975,34,60862092590,68724326401,11580,405184
3810,min:26578976,36,54192044731,68724326401,11580,405184
3811,min:26578977,34,36895971699,68724326401,11580,405184
3812,min:26578978,36,23359293578,68724326401,11580,405184
3813,min:26578979,39,1483594411,68724326401,11580,405184
3814,min:26578980,33,15640941025,68724326401,11580,405184
3815,min:26578981,33,45262974065,68724326401,11580,405184
3816,min:26578982,36,19101270342,68724326401,11580,405184
3817,min:26578983,38,48573213411,68724326401,11580,405184
3818,min:26578984,37,63907158531,68724326401,11580,405184
3819,min:26578985,36,270803560,68724326401,11580,405184
3820,min:26578986,35,8961867326,68724326401,11580,405184
3821,min:26578987,38,10176293698,68724326401,11580,405184
3822,min:26578988,30,36587419817,68724326401,11580,405184
3823,min:26578989,31,58166609646,68724326401,11580,405184
3824,min:26578990,33,55036924978,68724326401,11580,405184
3825,min:26578991,33,6319277947,68724326401,11580,405184
3826,min:26578992,33,87333291,68724326401,11580,405184
3827,min:26578993,36,53536593506,68724326401,11580,405184
3828,min:26578994,37,3430372300,68724326401,11580,405184
3829,min:26578995,35,57035918442,68724326401,11580,405184
3830,min:26578996,35,54407875775,68724326401,11580,405184
3831,min:26578997,35,59549108463,68724326401,11580,405184
3832,min:26578998,37,38883734003,68724326401,11580,405184
3833,min:26578999,35,48961355874,68724326401,11580,405184
3834,min:26579000,37,3316519152,68724326401,11580,405184
3835,min:26579001,36,26324277506,68724326401,11580,405184
3836,min:26579002,35,66985719349,68724326401,11580,405184
3837,min:26579003,33,52607591529,68724326401,11580,405184
3838,min:26579004,35,31691949827,68724326401,11580,405184
3839,min:26579005,33,27118197710,68724326401,11580,405184
3840,min:26579006,37,43007247381,68724326401,11580,405184
3841,min:26579007,38,58401941364,68724326401,11580,405184
3842,min:26579008,37,68206063404,68724326401,11580,405184
3843,min:26579009,38,58268899947,68724326401,11580,405184
3844,min:26579010,36,9654029230,68724326401,11580,405184
3845,min:26579011,38,40162951773,68724326401,11580,405184
3846,min:26579012,35,67160795658,68724326401,11580,405184
3847,min:26579013,34,46703448598,68724326401,11580,405184
3848,min:26579014,37,11832236282,68724326401,11580,405184
3849,min:26579015,35,16788549752,68724326401,11580,405184
3850,min:26579016,41,614392877,68724326401,11580,405184
3851,min:26579017,32,26223081582,68724326401,11580,405184
3852,min:26579018,34,42176935001,68724326401,11580,405184
3853,min:26579019,35,46399143409,68724326401,11580,405184
3854,min:26579020,32,54766087788,68724326401,11580,405184
3855,min:26579021,37,48269643647,68724326401,11580,405184
3856,min:26579022,32,68180535297,68724326401,11580,405184
3857,min:26579023,32,18798425427,68724326401,11580,405184
3858,min:26579024,33,49167697316,68724326401,11580,405184
3859,min:26579025,37,59275948707,68724326401,11580,405184
3860,min:26579026,35,54320784342,68724326401,11580,405184
3861,min:26579027,36,42926093744,68724326401,11580,405184
3862,min:26579028,34,42638295364,68724326401,11580,405184
3863,min:26579029,32,57156584454,68724326401,11580,405184
3864,min:26579030,33,9587081560,68724326401,11580,405184
3865,min:26579031,36,16341643805,68724326401,11580,405184
3866,min:26579032,37,24359010906,68724326401,11580,405184
3867,min:26579033,34,13410756263,68724326401,11580,405184
3868,min:26579034,38,58581733268,68724326401,11580,405184
3869,min:26579035,37,24372819088,68724326401,11580,405184
3870,min:26579036,33,53441105240,68724326401,11580,405184
3871,min:26579037,32,33804231828,68724326401,11580,405184
3872,min:26579038,33,55809746250,68724326401,11580,405184
3873,min:26579039,36,11036012667,68724326401,11580,405184
3874,min:26579040,37,1319992819,68724326401,11580,405184
3875,min:26579041,37,56272802301,68724326401,11580,405184
3876,min:26579042,37,33986253157,68724326401,11580,405184
3877,min:26579043,38,55008293434,68724326401,11580,405184
3878,min:26579044,37,5684526886,68724326401,11580,405184
3879,min:26579045,35,44356964901,68724326401,11580,405184
3880,min:26579046,32,7597988377,68724326401,11580,405184
3881,min:26579047,38,46326663840,68724326401,11580,405184
3882,min:26579048,37,29719131391,68724326401,11580,405184
3883,min:26579049,34,51195473606,68724326401,11580,405184
3884,min:26579050,34,52842750283,68724326401,11580,405184
3885,min:26579051,34,51923194932,68724326401,11580,405184
3886,min:26579052,34,45428529887,68724326401,11580,405184
3887,min:26579053,33,9249879485,68724326401,11580,405184
3888,min:26579054,32,56425388899,68724326401,11580,405184
3889,min:26579055,34,4669977742,68724326401,11580,405184
3890,min:26579056,32,47231469097,68724326401,11580,405184
3891,min:26579057,30,50968123952,68724326401,11580,405184
3892,min:26579058,38,57812477741,68724326401,11580,405184
3893,min:26579059,39,63375029478,68724326401,11580,405184
3894,min:26579060,31,36215325954,68724326401,11580,405184
3895,min:26579061,32,62337171416,68724326401,11580,405184
3896,min:26579062,33,27080371144,68724326401,11580,405184
3897,min:26579063,37,25561755856,68724326401,11580,405184
3898,min:26579064,31,22161540532,68724326401,11580,405184
3899,min:26579065,33,47420211740,68724326401,11580,405184
3900,min:26579066,37,6065358639,68724326401,11580,405184
3901,min:26579067,32,22061509020,68724326401,11580,405184
3902,min:26579068,30,56703259967,68724326401,11580,405184
3903,min:26579069,32,15023195508,68724326401,11580,405184
3904,min:26579070,35,10312174194,68724326401,11580,405184
3905,min:26579071,36,29555533081,68724326401,11580,405184
3906,min:26579072,37,31130856373,68724326401,11580,405184
3907,min:26579073,36,19386301331,68724326401,11580,405184
3908,min:26579074,35,43825688602,68724326401,11580,405184
3909,min:26579075,36,57497570822,68724326401,11580,405184
3910,min:26579076,34,31236927666,68724326401,11580,405184
3911,min:26579077,36,19143581040,68724326401,11580,405184
3912,min:26579078,32,42338571041,68724326401,11580,405184
3913,min:26579079,36,12915232885,68724326401,11580,405184
3914,min:26579080,37,32430231192,68724326401,11580,405184
3915,min:26579081,36,48742485674,68724326401,11580,405184
3916,min:26579082,38,34883266133,68724326401,11580,405184
3917,min:26579083,36,23692619315,68724326401,11580,405184
3918,min:26579084,38,13158916209,68724326401,11580,405184
3919,min:26579085,34,26011817360,68724326401,11580,405184
3920,min:26579086,34,44266535245,68724326401,11580,405184
3921,min:26579087,38,68275429295,68724326401,11580,405184
3922,min:26579088,39,54368751048,68724326401,11580,405184
3923,min:26579089,37,16782970921,68724326401,11580,405184
3924,min:26579090,36,32693430480,68724326401,11580,405184
3925,min:26579091,36,35881243007,68724326401,11580,405184
3926,min:26579092,36,35292563073,68724326401,11580,405184
3927,min:26579093,36,57234248511,68724326401,11580,405184
3928,min:26579094,36,2345572728,68724326401,11580,405184
3929,min:26579095,32,31222007734,68724326401,11580,405184
3930,min:26579096,36,2066992933,68724326401,11580,405184
3931,min:26579097,37,58495787046,68724326401,11580,405184
3932,min:26579098,34,9845718524,68724326401,11580,405184
3933,min:26579099,37,1027435962,68724326401,11580,405184
3934,min:26579100,37,14929260334,68724326401,11580,405184
3935,min:26579101,34,55062107239,68724326401,11580,405184
3936,min:26579102,35,4836725868,68724326401,11580,405184
3937,min:26579103,34,61029388304,68724326401,11580,405184
3938,min:26579104,37,41107227640,68724326401,11580,405184
3939,min:26579105,36,38169035624,68724326401,11580,405184
3940,min:26579106,38,18080544149,68724326401,11580,405184
3941,min:26579107,33,52723695297,68724326401,11580,405184
3942,min:26579108,39,17252547495,68724326401,11580,405184
3943,min:26579109,37,66546396231,68724326401,11580,405184
3944,min:26579110,32,65244238171,68724326401,11580,405184
3945,min:26579111,35,40185669764,68724326401,11580,405184
3946,min:26579112,38,50987562849,68724326401,11580,405184
3947,min:26579113,33,49288717805,68724326401,11580,405184
3948,min:26579114,35,56474028496,68724326401,11580,405184
3949,min:26579115,38,48715770104,68724326401,11580,405184
3950,min:26579116,34,20523893766,68724326401,11580,405184
3951,min:26579117,33,35797682317,68724326401,11580,405184
3952,min:26579118,37,46941046433,68724326401,11580,405184
3953,min:26579119,36,19683638042,68724326401,11580,405184
3954,min:26579120,36,5105307363,68724326401,11580,405184
3955,min:26579121,39,59556285105,68724326401,11580,405184
3956,min:26579122,37,2711277775,68724326401,11580,405184
3957,min:26579123,37,14319794006,68724326401,11580,405184
3958,min:26579124,37,13380073944,68724326401,11580,405184
3959,min:26579125,38,44604094203,68724326401,11580,405184
3960,min:26579126,34,60246172410,68724326401,11580,405184
3961,min:26579127,35,33138037952,68724326401,11580,405184
3962,min:26579128,34,46765763484,68724326401,11580,405184
3963,min:26579129,31,54573689207,68724326401,11580,405184
3964,min:26579130,35,20852150483,68724326401,11580,405184
3965,min:26579131,38,59227849368,68724326401,11580,405184
3966,min:26579132,36,26199640778,68724326401,11580,405184
3967,min:26579133,35,41757172767,68724326401,11580,405184
3968,min:26579134,33,39959813848,68724326401,11580,405184
3969,min:26579135,38,8745238908,68724326401,11580,405184
3970,min:26579136,38,49925344314,68724326401,11580,405184
3971,min:26579137,33,53801161154,68724326401,11580,405184
3972,min:26579138,36,47522695733,68724326401,11580,405184
3973,min:26579139,35,43024950029,68724326401,11580,405184
3974,min:26579140,39,30301393977,68724326401,11580,405184
3975,min:26579141,35,46657887023,68724326401,11580,405184
3976,min:26579142,36,40096106710,68724326401,11580,405184
3977,min:26579143,35,3027574319,68724326401,11580,405184
3978,min:26579144,35,26210361375,68724326401,11580,405184
3979,min:26579145,34,1495642032,68724326401,11580,405184
3980,min:26579146,32,37668046370,68724326401,11580,405184
3981,min:26579147,35,15035291419,68724326401,11580,405184
3982,min:26579148,37,23020389909,68724326401,11580,405184
3983,min:26579149,35,50904690793,68724326401,11580,405184
3984,min:26579150,37,62994320955,68724326401,11580,405184
3985,min:26579151,36,4270028902,68724326401,11580,405184
3986,min:26579152,38,56826384554,68724326401,11580,405184
3987,min:26579153,37,28545388504,68724326401,11580,405184
3988,min:26579154,38,61581123131,68724326401,11580,405184
3989,min:26579155,39,66349080428,68724326401,11580,405184
3990,min:26579156,36,44942768804,68724326401,11580,405184
3991,min:26579157,35,54732857924,68724326401,11580,405184
3992,min:26579158,34,64220890211,68724326401,11580,405184
3993,min:26579159,33,42327959898,68724326401,11580,405184
3994,min:26579160,31,61176111406,68724326401,11580,405184
3995,min:26579161,35,47634024254,68724326401,11580,405184
3996,min:26579162,30,17749887653,68724326401,11580,405184
3997,min:26579163,34,13766534329,68724326401,11580,405184
3998,min:26579164,35,33057383623,68724326401,11580,405184
3999,min:26579165,36,35650254959,68724326401,11580,405184
4000,min:26579166,31,66352829452,68724326401,11580,405184
4001,min:26579167,38,59739834662,68724326401,11580,405184
4002,min:26579168,34,48068693704,68724326401,11580,405184
4003,min:26579169,35,11611534210,68724326401,11580,405184
4004,min:26579170,32,24924115825,68724326401,11580,405184
4005,min:26579171,35,1694649799,68724326401,11580,405184
4006,min:26579172,37,3500731669,68724326401,11580,405184
4007,min:26579173,33,52661373406,68724326401,11580,405184
4008,min:26579174,34,39292443220,68724326401,11580,405184
4009,min:26579175,35,67119532735,68724326401,11580,405184
4010,min:26579176,36,32335296470,68724326401,11580,405184
4011,min:26579177,33,36429499195,68724326401,11580,405184
4012,min:26579178,33,23730585852,68724326401,11580,405184
4013,min:26579179,37,19251041797,68724326401,11580,405184
4014,min:26579180,35,1338996621,68724326401,11580,405184
4015,min:26579181,32,44771109956,68724326401,11580,405184
4016,min:26579182,33,62013611278,68724326401,11580,405184
4017,min:26579183,36,61703754547,68724326401,11580,405184
4018,min:26579184,36,27986296565,68724326401,11580,405184
4019,min:26579185,37,38094900459,68724326401,11580,405184
4020,min:26579186,37,32647854822,68724326401,11580,405184
4021,min:26579187,37,63956661713,68724326401,11580,405184
4022,min:26579188,36,980771786,68724326401,11580,405184
4023,min:26579189,36,55904258995,68724326401,11580,405184
4024,min:26579190,32,14771002854,68724326401,11580,405184
4025,min:26579191,37,27258641569,68724326401,11580,405184
4026,min:26579192,36,7475204925,68724326401,11580,405184
4027,min:26579193,36,35356685644,68724326401,11580,405184
4028,min:26579194,33,7030943577,68724326401,11580,405184
4029,min:26579195,36,6935831808,68724326401,11580,405184
4030,min:26579196,35,18412892437,68724326401,11580,405184
4031,min:26579197,29,44637167541,68724326401,11580,405184
4032,min:26579198,36,30835480671,68724326401,11580,405184
4033,min:26579199,38,48634994716,68724326401,11580,405184
4034,min:26579200,37,63329032398,68724326401,11580,405184
4035,min:26579201,38,32776827940,68724326401,11580,405184
4036,min:26579202,36,55204097026,68724326401,11580,405184
4037,min:26579203,34,26937677877,68724326401,11580,405184
4038,min:26579204,35,1270570884,68724326401,11580,405184
4039,min:26579205,34,31812624571,68724326401,11580,405184
4040,min:26579206,38,52011417264,68724326401,11580,405184
4041,min:26579207,37,39362749741,68724326401,11580,405184
4042,min:26579208,37,1278815278,68724326401,11580,405184
4043,min:26579209,39,24313455770,68724326401,11580,405184
4044,min:26579210,34,25582518210,68724326401,11580,405184
4045,min:26579211,37,43807793549,68724326401,11580,405184
4046,min:26579212,34,15494154418,68724326401,11580,405184
4047,min:26579213,36,33842304078,68724326401,11580,405184
4048,min:26579214,37,58294659569,68724326401,11580,405184
4049,min:26579215,39,58974444850,68724326401,11580,405184
4050,min:26579216,37,25651959239,68724326401,11580,405184
4051,min:26579217,35,10946353414,68724326401,11580,405184
4052,min:26579218,37,32800643943,68724326401,11580,405184
4053,min:26579219,36,30213396585,68724326401,11580,405184
4054,min:26579220,33,26084197965,68724326401,11580,405184
4055,min:26579221,32,22501152948,68724326401,11580,405184
4056,min:26579222,36,53255278834,68724326401,11580,405184
4057,min:26579223,36,57311552060,68724326401,11580,405184
4058,min:26579224,38,65085698166,68724326401,11580,405184
