deployment,n_providers,N,template,query_index,end_to_end_ms,provider_compute_ms_max,transport_ms,client_combine_decrypt_ms,uplink_bytes_total,downlink_bytes_total,mac_ok,he_params,provider_list,rtt_ms_max
"single-host loopback, n=2",2,35162,sum,43,48.1731,38.7617,7.98782,1.42359,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,44,48.3117,38.5813,8.30565,1.42481,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,45,48.1487,38.6592,8.07356,1.41591,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,46,48.0283,38.3511,8.26796,1.40922,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,47,48.0469,38.7513,7.86422,1.43138,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,48,48.1889,38.4078,8.34632,1.43479,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,49,48.0868,38.6461,7.98671,1.45396,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,50,48.0103,38.3088,8.29685,1.40468,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,51,48.0017,38.7111,7.84792,1.44267,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,52,48.1215,38.4136,8.28377,1.42409,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,53,48.115,39.2417,7.40988,1.46342,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,54,48.0126,38.3761,8.22693,1.40957,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,55,48.0611,38.5093,8.14762,1.40413,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,56,47.9744,38.4913,8.06048,1.42258,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,57,48.0977,38.7018,7.99284,1.40311,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,58,48.0966,38.3099,8.37656,1.41009,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,59,48.0514,38.5315,8.09663,1.42322,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,60,47.9489,38.316,8.22309,1.40987,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,61,48.0022,38.5963,7.95073,1.45518,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,62,48.0093,38.328,8.24986,1.43154,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,63,48.0523,38.6929,7.94516,1.41417,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,64,48.0829,38.2337,8.43266,1.41655,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,65,48.0427,38.8193,7.80528,1.41808,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,66,47.8611,38.4045,8.02134,1.43525,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,67,48.1162,38.7386,7.95201,1.42556,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,68,48.1067,38.2774,8.40721,1.42212,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,69,48.2534,38.7516,8.09751,1.40423,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,70,47.9607,38.4269,8.12478,1.40904,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,71,48.1164,38.7454,7.97821,1.39278,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,72,48.1577,38.3889,8.35661,1.4122,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,73,48.6509,38.9158,8.24089,1.49427,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,74,48.5855,38.6155,8.51248,1.45754,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,75,48.454,38.535,8.49686,1.42213,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,76,48.2276,38.8147,7.98017,1.43275,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,77,48.3794,38.6103,8.35125,1.41786,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,78,48.2509,38.8,8.03882,1.41211,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,79,48.4693,38.6904,8.35894,1.41996,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,80,49.2752,39.1143,8.77089,1.39007,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,81,49.1413,42.5294,5.12481,1.48702,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,82,49.1495,39.1402,8.60109,1.40819,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,83,48.8749,38.8456,8.62176,1.40751,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,84,48.3523,38.462,8.4768,1.41347,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,85,48.3293,38.6719,8.25042,1.4069,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,86,48.2743,38.5175,8.33976,1.41705,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,87,48.5968,38.6164,8.51924,1.46121,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,88,48.55,38.5013,8.63175,1.41694,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,89,48.4513,38.6623,8.37638,1.41255,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,90,48.2766,38.7103,8.15478,1.4115,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,91,48.3909,38.6659,8.25286,1.47215,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,92,48.4802,38.5611,8.50635,1.41273,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,93,48.3969,38.717,8.25816,1.4218,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,94,48.626,38.6727,8.54689,1.4064,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,95,48.3938,38.5728,8.38583,1.43518,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,96,48.4265,38.64,8.35699,1.42948,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,97,48.3016,38.7201,8.13841,1.44303,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,98,48.394,38.6027,8.37612,1.41525,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
"single-host loopback, n=2",2,35162,sum,99,48.3299,38.8221,8.08185,1.42601,636,1052700,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402",0.032973
