deployment,n_providers,N,template,query_index,end_to_end_ms,provider_compute_ms_max,transport_ms,client_combine_decrypt_ms,uplink_bytes_total,downlink_bytes_total,mac_ok,he_params,provider_list,rtt_ms_max
"single-host loopback, n=3",3,35162,sum,43,50.8376,37.0622,12.3,1.47539,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,44,51.0049,37.5849,11.8968,1.52316,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,45,51.2465,37.3703,12.3813,1.49495,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,46,51.1702,37.5738,12.0832,1.51318,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,47,51.3329,38.3211,11.4979,1.51387,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,48,51.4925,37.6887,12.3038,1.49997,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,49,51.1245,38.2134,11.3918,1.51929,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,50,51.1276,37.6523,11.9819,1.49336,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,51,51.4431,37.4373,12.4196,1.58619,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,52,51.3086,37.3496,12.4407,1.51828,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
